================================================================================
未归类药物清单
================================================================================

Health 组未归类药物（按使用频率排序）:
================================================================================

   1. 	                                                  (使用 1,760,637 次)
2895. 紫苏梗	                                               (使用 4 次)
2896. 炒白扁豆（外滩)	                                          (使用 4 次)
2897. 维泊妥昔单抗	                                            (使用 4 次)
2898. 左炔诺孕酮宫内节育系统	                                       (使用 4 次)
2899. 葶苈子（外滩)	                                           (使用 4 次)
2900. 阿伐曲泊帕	                                             (使用 4 次)
2901. 白鲜皮（外滩）	                                           (使用 4 次)
2902. 白茅根（外滩）	                                           (使用 4 次)
2903. 忍冬藤	                                               (使用 4 次)
2904. 卡巴胆碱	                                              (使用 4 次)
2905. 卵磷脂络合碘	                                            (使用 4 次)
2906. 碘海醇【头颅CT增强】	                                       (使用 4 次)
2907. 香附（醋香附）配方颗粒	                                       (使用 4 次)
2908. 草药方自煎(常规)10帖	                                      (使用 4 次)
2909. 红花配方颗粒	                                            (使用 4 次)
2910. 浙贝母配方颗粒G	                                          (使用 4 次)
2911. 丹参配方颗粒	                                            (使用 4 次)
2912. 复方卡托普利片	                                           (使用 4 次)
2913. 百合（卷丹）配方颗粒G	                                       (使用 4 次)
2914. 美红	                                                (使用 4 次)
2915. 干姜（外滩）	                                            (使用 4 次)
2916. 佛手	                                                (使用 4 次)
2917. 炒槐花（外滩）	                                           (使用 4 次)
2918. 大血藤(红藤)	                                           (使用 4 次)
2919. 索磷布韦维帕他韦片	                                         (使用 4 次)
